comment_id,content_id,comment_text,created_at
CM004484,C00974,This made me feel understood.,2026-06-08 23:00:00
CM004485,C00779,I don't agree with this.,2026-04-06 09:00:00
CM004486,C00713,This is painfully accurate but helpful.,2026-05-07 00:00:00
CM004487,C03267,Good point.,2026-06-18 13:00:00
CM004488,C02751,Interesting perspective.,2026-05-28 18:00:00
CM004489,C03833,This made me feel understood.,2026-04-21 11:00:00
CM004490,C04854,I had not thought about it this way.,2026-07-07 00:00:00
CM004491,C03018,This is exactly what I needed to hear today.,2026-05-27 08:00:00
CM004492,C03665,I don't agree with this.,2026-02-01 19:00:00
CM004493,C01400,The editing is clean.,2026-02-06 17:00:00
CM004494,C02623,What app did you use to make this?,2026-07-21 14:00:00
CM004495,C03838,This feels too generalized.,2026-05-10 07:00:00
CM004496,C00602,Not sure this applies to everyone.,2026-07-25 09:00:00
CM004497,C01775,I saved this because it explains how I feel.,2026-04-19 02:00:00
CM004498,C00021,I had not thought about it this way.,2026-03-27 05:00:00
CM004499,C02913,Interesting perspective.,2026-03-07 03:00:00
CM004500,C02232,I saved this because it explains how I feel.,2026-01-16 15:00:00
CM004501,C01716,The editing is clean.,2026-06-09 22:00:00
CM004502,C04686,This topic is worth discussing.,2026-07-08 13:00:00
CM004503,C02327,Interesting perspective.,2026-06-29 00:00:00
CM004504,C02960,Finally someone put this feeling into words.,2026-07-31 20:00:00
CM004505,C01392,Nice explanation.,2026-07-18 04:00:00
CM004506,C04424,Good point.,2026-05-21 00:00:00
CM004507,C02658,This advice did not help me.,2026-01-27 09:00:00
CM004508,C01840,This topic is worth discussing.,2026-07-01 01:00:00
CM004509,C04209,This feels too generalized.,2026-05-24 13:00:00
CM004510,C03055,This advice did not help me.,2026-07-04 21:00:00
CM004511,C02289,Where can I find more information?,2026-05-20 06:00:00
CM004512,C01445,You described my situation perfectly.,2026-03-12 04:00:00
CM004513,C03545,This topic is worth discussing.,2026-02-25 06:00:00
CM004514,C01484,Not sure this applies to everyone.,2026-01-28 09:00:00
CM004515,C02225,This is exactly what I needed to hear today.,2026-04-02 05:00:00
CM004516,C04367,Where can I find more information?,2026-08-01 15:00:00
CM004517,C01829,I found this confusing.,2026-02-14 19:00:00
CM004518,C04699,Where can I find more information?,2026-03-02 15:00:00
CM004519,C03371,Not sure this applies to everyone.,2026-02-13 05:00:00
CM004520,C02352,This topic is worth discussing.,2026-04-15 23:00:00
CM004521,C01847,I don't agree with this.,2026-02-06 18:00:00
CM004522,C01628,I don't agree with this.,2026-07-31 19:00:00
CM004523,C03378,What app did you use to make this?,2026-08-04 09:00:00
CM004524,C01362,The editing is clean.,2026-03-19 14:00:00
CM004525,C04196,Thanks for sharing.,2026-01-23 00:00:00
CM004526,C02610,Nice explanation.,2026-04-11 19:00:00
CM004527,C02700,The editing is clean.,2026-01-08 10:00:00
CM004528,C04022,How long is the full video?,2026-01-07 23:00:00
CM004529,C03278,Needed this reminder today.,2026-04-29 07:00:00
CM004530,C03024,This advice did not help me.,2026-01-19 12:00:00
CM004531,C02564,Needed this reminder today.,2026-04-28 23:00:00
CM004532,C00362,You described my situation perfectly.,2026-06-09 17:00:00
CM004533,C04708,You described my situation perfectly.,2026-03-26 13:00:00
CM004534,C01372,What app did you use to make this?,2026-08-17 18:00:00
CM004535,C03640,I found this confusing.,2026-06-12 11:00:00
CM004536,C03395,I had not thought about it this way.,2026-01-30 10:00:00
CM004537,C04429,I thought I was the only one dealing with this.,2026-08-28 17:00:00
CM004538,C03045,"This is so relatable, thank you for saying it.",2026-08-09 04:00:00
CM004539,C01473,"This is so relatable, thank you for saying it.",2026-02-27 00:00:00
CM004540,C03761,This topic is worth discussing.,2026-01-28 11:00:00
CM004541,C03944,I thought I was the only one dealing with this.,2026-04-16 20:00:00
CM004542,C04552,I found this confusing.,2026-08-02 14:00:00
CM004543,C00363,This is exactly what I needed to hear today.,2026-06-04 08:00:00
CM004544,C03966,Where can I find more information?,2026-08-04 01:00:00
CM004545,C04581,Not sure this applies to everyone.,2026-07-23 00:00:00
CM004546,C03014,This topic is worth discussing.,2026-01-08 10:00:00
CM004547,C00732,What app did you use to make this?,2026-06-18 18:00:00
CM004548,C02415,"This is so relatable, thank you for saying it.",2026-03-25 20:00:00
CM004549,C01571,I had not thought about it this way.,2026-08-28 05:00:00
CM004550,C04899,This advice did not help me.,2026-02-22 01:00:00
CM004551,C01554,I saved this because it explains how I feel.,2026-06-06 23:00:00
CM004552,C00399,I don't agree with this.,2026-08-27 00:00:00
CM004553,C00082,Finally someone put this feeling into words.,2026-07-04 09:00:00
CM004554,C02204,Nice explanation.,2026-03-13 11:00:00
CM004555,C04968,"This is so relatable, thank you for saying it.",2026-08-21 23:00:00
CM004556,C04012,This is exactly what I needed to hear today.,2026-05-13 18:00:00
CM004557,C01591,I had not thought about it this way.,2026-07-18 09:00:00
CM004558,C02703,How long is the full video?,2026-04-13 13:00:00
CM004559,C01923,Thanks for sharing.,2026-06-07 17:00:00
CM004560,C01127,Interesting perspective.,2026-05-08 05:00:00
CM004561,C04204,Needed this reminder today.,2026-05-30 05:00:00
CM004562,C01811,I saved this because it explains how I feel.,2026-06-13 08:00:00
CM004563,C00264,Nice explanation.,2026-07-24 03:00:00
CM004564,C03402,Thanks for sharing.,2026-03-28 23:00:00
CM004565,C02556,This topic is worth discussing.,2026-06-02 18:00:00
CM004566,C04967,How long is the full video?,2026-08-05 21:00:00
CM004567,C00132,Good point.,2026-07-15 12:00:00
CM004568,C04115,How long is the full video?,2026-02-25 22:00:00
CM004569,C01238,This is painfully accurate but helpful.,2026-03-13 15:00:00
CM004570,C00927,The editing is clean.,2026-07-29 01:00:00
CM004571,C00164,I had not thought about it this way.,2026-08-19 16:00:00
CM004572,C03837,This topic is worth discussing.,2026-05-17 12:00:00
CM004573,C01322,I don't agree with this.,2026-04-09 08:00:00
CM004574,C03997,This topic is worth discussing.,2026-08-13 01:00:00
CM004575,C00499,This feels too generalized.,2026-01-24 19:00:00
CM004576,C04511,This made me feel understood.,2026-07-22 22:00:00
CM004577,C00378,This advice did not help me.,2026-08-22 15:00:00
CM004578,C01496,This topic is worth discussing.,2026-07-02 20:00:00
CM004579,C04404,Where can I find more information?,2026-04-01 08:00:00
CM004580,C04046,Good point.,2026-03-23 14:00:00
CM004581,C01272,Not sure this applies to everyone.,2026-03-27 12:00:00
CM004582,C04953,You described my situation perfectly.,2026-02-22 23:00:00
CM004583,C03709,You described my situation perfectly.,2026-03-07 05:00:00
CM004584,C03212,How long is the full video?,2026-08-07 23:00:00
CM004585,C04688,Finally someone put this feeling into words.,2026-05-22 23:00:00
CM004586,C02368,Finally someone put this feeling into words.,2026-02-05 22:00:00
CM004587,C02640,I saved this because it explains how I feel.,2026-02-23 04:00:00
CM004588,C03640,You described my situation perfectly.,2026-01-07 22:00:00
CM004589,C00075,Thanks for sharing.,2026-07-15 10:00:00
CM004590,C02678,This is painfully accurate but helpful.,2026-07-22 19:00:00
CM004591,C01616,Nice explanation.,2026-06-10 22:00:00
CM004592,C01092,This is painfully accurate but helpful.,2026-07-18 04:00:00
CM004593,C03654,Interesting perspective.,2026-03-19 14:00:00
CM004594,C04659,I don't agree with this.,2026-08-11 01:00:00
CM004595,C00525,Finally someone put this feeling into words.,2026-08-09 13:00:00
CM004596,C01477,I found this confusing.,2026-06-30 01:00:00
CM004597,C01964,The editing is clean.,2026-02-09 07:00:00
CM004598,C02008,Needed this reminder today.,2026-07-22 21:00:00
CM004599,C03418,Needed this reminder today.,2026-04-01 05:00:00
CM004600,C00226,You described my situation perfectly.,2026-02-01 06:00:00
CM004601,C04698,I don't agree with this.,2026-08-11 04:00:00
CM004602,C01919,Finally someone put this feeling into words.,2026-05-28 05:00:00
CM004603,C04265,Where can I find more information?,2026-05-06 11:00:00
CM004604,C02768,I thought I was the only one dealing with this.,2026-08-10 12:00:00
CM004605,C02447,This made me feel understood.,2026-02-07 04:00:00
CM004606,C04150,Not sure this applies to everyone.,2026-08-07 21:00:00
CM004607,C03755,This advice did not help me.,2026-03-27 17:00:00
CM004608,C04347,I saved this because it explains how I feel.,2026-08-06 12:00:00
CM004609,C03145,Interesting perspective.,2026-01-05 00:00:00
CM004610,C03306,This topic is worth discussing.,2026-06-22 07:00:00
CM004611,C01997,Finally someone put this feeling into words.,2026-03-23 11:00:00
CM004612,C02862,This topic is worth discussing.,2026-03-30 05:00:00
CM004613,C00638,This topic is worth discussing.,2026-08-21 20:00:00
CM004614,C04548,Nice explanation.,2026-02-16 20:00:00
CM004615,C00595,Nice explanation.,2026-02-09 03:00:00
CM004616,C03177,Interesting perspective.,2026-01-20 04:00:00
CM004617,C00619,What app did you use to make this?,2026-06-19 12:00:00
CM004618,C04813,The editing is clean.,2026-01-24 09:00:00
CM004619,C02019,Not sure this applies to everyone.,2026-08-28 21:00:00
CM004620,C01467,This topic is worth discussing.,2026-02-08 04:00:00
CM004621,C04959,I thought I was the only one dealing with this.,2026-05-24 19:00:00
CM004622,C00337,Good point.,2026-05-17 05:00:00
CM004623,C03828,"This is so relatable, thank you for saying it.",2026-04-05 23:00:00
CM004624,C02954,This topic is worth discussing.,2026-01-08 03:00:00
CM004625,C02038,This is painfully accurate but helpful.,2026-06-24 16:00:00
CM004626,C02296,This is exactly what I needed to hear today.,2026-02-12 14:00:00
CM004627,C01929,I thought I was the only one dealing with this.,2026-03-03 12:00:00
CM004628,C02651,This feels too generalized.,2026-03-28 13:00:00
CM004629,C03135,This feels too generalized.,2026-05-20 13:00:00
CM004630,C00653,Where can I find more information?,2026-06-05 17:00:00
CM004631,C00638,Good point.,2026-08-12 16:00:00
CM004632,C04626,The editing is clean.,2026-07-26 10:00:00
CM004633,C01555,This topic is worth discussing.,2026-05-20 03:00:00
CM004634,C00676,This made me feel understood.,2026-04-09 18:00:00
CM004635,C02430,I thought I was the only one dealing with this.,2026-08-12 07:00:00
CM004636,C01877,I had not thought about it this way.,2026-03-27 00:00:00
CM004637,C00585,This is exactly what I needed to hear today.,2026-05-02 20:00:00
CM004638,C03098,Nice explanation.,2026-05-06 13:00:00
CM004639,C00136,Not sure this applies to everyone.,2026-03-13 13:00:00
CM004640,C04176,Interesting perspective.,2026-05-25 07:00:00
CM004641,C02557,Good point.,2026-06-17 09:00:00
CM004642,C02880,I thought I was the only one dealing with this.,2026-03-28 17:00:00
CM004643,C03807,This is exactly what I needed to hear today.,2026-01-05 10:00:00
CM004644,C00932,"This is so relatable, thank you for saying it.",2026-06-06 07:00:00
CM004645,C03025,I saved this because it explains how I feel.,2026-02-12 13:00:00
CM004646,C01720,This advice did not help me.,2026-04-07 18:00:00
CM004647,C03479,I don't agree with this.,2026-08-10 10:00:00
CM004648,C00285,Thanks for sharing.,2026-02-17 07:00:00
CM004649,C03780,The editing is clean.,2026-01-18 07:00:00
CM004650,C01780,I saved this because it explains how I feel.,2026-07-25 00:00:00
CM004651,C04276,This made me feel understood.,2026-07-29 02:00:00
CM004652,C02061,This made me feel understood.,2026-02-20 02:00:00
CM004653,C00560,I found this confusing.,2026-02-17 03:00:00
CM004654,C03782,Where can I find more information?,2026-07-11 07:00:00
CM004655,C01108,This made me feel understood.,2026-05-23 23:00:00
CM004656,C00391,Finally someone put this feeling into words.,2026-05-22 22:00:00
CM004657,C03228,This is exactly what I needed to hear today.,2026-07-19 18:00:00
CM004658,C04499,This made me feel understood.,2026-07-02 20:00:00
CM004659,C02986,I thought I was the only one dealing with this.,2026-03-23 09:00:00
CM004660,C00402,This is painfully accurate but helpful.,2026-01-02 23:00:00
CM004661,C02844,I don't agree with this.,2026-03-10 05:00:00
CM004662,C02638,Needed this reminder today.,2026-02-22 09:00:00
CM004663,C01573,Good point.,2026-06-10 09:00:00
CM004664,C02075,Needed this reminder today.,2026-04-17 21:00:00
CM004665,C02928,This is exactly what I needed to hear today.,2026-01-15 15:00:00
CM004666,C04949,I thought I was the only one dealing with this.,2026-07-29 21:00:00
CM004667,C01485,How long is the full video?,2026-01-24 20:00:00
CM004668,C01559,This is painfully accurate but helpful.,2026-01-25 15:00:00
CM004669,C01267,Good point.,2026-08-12 15:00:00
CM004670,C00294,I saved this because it explains how I feel.,2026-05-18 01:00:00
CM004671,C00179,Not sure this applies to everyone.,2026-07-20 18:00:00
CM004672,C03579,Needed this reminder today.,2026-07-23 11:00:00
CM004673,C03295,Good point.,2026-02-03 10:00:00
CM004674,C00230,What app did you use to make this?,2026-01-04 20:00:00
CM004675,C03889,Nice explanation.,2026-04-09 02:00:00
CM004676,C02407,I found this confusing.,2026-01-09 23:00:00
CM004677,C02033,Where can I find more information?,2026-03-14 08:00:00
CM004678,C00429,Interesting perspective.,2026-04-06 23:00:00
CM004679,C00767,Nice explanation.,2026-04-18 10:00:00
CM004680,C03783,I had not thought about it this way.,2026-01-23 04:00:00
CM004681,C04608,This topic is worth discussing.,2026-02-22 02:00:00
CM004682,C02146,The editing is clean.,2026-01-21 17:00:00
CM004683,C02857,"This is so relatable, thank you for saying it.",2026-06-04 20:00:00
CM004684,C03521,This made me feel understood.,2026-02-21 15:00:00
CM004685,C04051,This is painfully accurate but helpful.,2026-05-23 00:00:00
CM004686,C01132,What app did you use to make this?,2026-04-26 13:00:00
CM004687,C03053,I had not thought about it this way.,2026-06-26 13:00:00
CM004688,C01029,I saved this because it explains how I feel.,2026-03-22 15:00:00
CM004689,C02076,How long is the full video?,2026-01-01 03:00:00
CM004690,C04104,Interesting perspective.,2026-08-24 08:00:00
CM004691,C00097,This topic is worth discussing.,2026-08-14 22:00:00
CM004692,C03230,This is painfully accurate but helpful.,2026-04-19 07:00:00
CM004693,C03218,"This is so relatable, thank you for saying it.",2026-01-15 17:00:00
CM004694,C04075,Good point.,2026-05-20 08:00:00
CM004695,C01623,This is exactly what I needed to hear today.,2026-05-23 18:00:00
CM004696,C04023,Interesting perspective.,2026-04-01 23:00:00
CM004697,C00046,Needed this reminder today.,2026-03-03 15:00:00
CM004698,C04356,Needed this reminder today.,2026-01-26 03:00:00
CM004699,C03913,This made me feel understood.,2026-04-29 04:00:00
CM004700,C01267,This is painfully accurate but helpful.,2026-04-12 12:00:00
CM004701,C00540,This advice did not help me.,2026-05-13 14:00:00
CM004702,C00988,I thought I was the only one dealing with this.,2026-04-20 02:00:00
CM004703,C00835,I saved this because it explains how I feel.,2026-08-24 02:00:00
CM004704,C03383,The editing is clean.,2026-08-19 08:00:00
CM004705,C00274,Finally someone put this feeling into words.,2026-08-29 09:00:00
CM004706,C01788,The editing is clean.,2026-08-05 06:00:00
CM004707,C02468,Where can I find more information?,2026-08-08 16:00:00
