content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C01528,2026-02-03,YouTube,College Life,Long,Visual,Advice,25,82017,190145,1582,199,84,300,0.469,46,2.64,3.571,2.3672,0.04882216247851055,Non-Viral
C02234,2026-02-03,Instagram,Self-Doubt,Short,Text,List,18,122329,197191,5815,513,270,400,0.551,304,5.721,1.481,4.322,0.05770322572734185,Non-Viral
C00682,2026-02-03,Instagram,College Life,Long,Visual,Story,42,9223,63616,663,91,72,119,0.619,13,10.246,1.653,9.9967,0.07076371028949366,Viral
C00118,2026-02-03,YouTube,Family Pressure,Short,Text,Confession,31,21663,107884,1659,108,87,101,0.567,42,9.025,1.161,6.7142,0.060653746018556984,Non-Viral
C04474,2026-02-03,YouTube,Social Anxiety,Short,Visual,Confession,23,149536,167679,17369,1035,1162,945,0.589,884,13.716,0.813,10.441,0.0653308928953563,Non-Viral
C02378,2026-02-03,YouTube,Social Anxiety,Long,Text,List,22,29779,236632,937,92,109,128,0.546,70,4.251,1.174,3.9944,0.05800004701299574,Non-Viral
C01445,2026-02-03,Instagram,Career Stress,Short,Visual,Question,16,27030,232642,2531,182,264,261,0.638,72,11.979,0.989,10.5531,0.07210188679245284,Viral
C00620,2026-02-03,Instagram,Social Anxiety,Long,Visual,Story,14,30787,118600,2958,159,367,245,0.58,125,12.112,0.668,10.7464,0.06652632604670802,Viral
C00823,2026-02-03,YouTube,Dating,Short,Visual,Story,41,28696,91050,1976,230,498,370,0.525,114,10.712,0.743,12.4303,0.06537984388068024,Non-Viral
C02210,2026-02-03,Instagram,Burnout,Short,Text,Confession,27,39878,230426,1342,140,93,203,0.551,91,4.459,2.183,3.927,0.05820321480515574,Non-Viral
C02736,2026-02-03,Instagram,Friendship,Long,Text,Story,30,20554,158545,1411,153,150,192,0.341,51,9.273,1.28,8.6066,0.04130297752262334,Non-Viral
C03249,2026-02-04,YouTube,Dating,Long,Text,List,76,94827,13745,6690,216,734,598,0.398,258,8.687,0.815,7.4525,0.045516726248853175,Non-Viral
C00329,2026-02-04,YouTube,Friendship,Short,Visual,List,43,54458,96289,3701,523,510,312,0.625,69,9.266,0.612,8.7939,0.06987357229424511,Viral
C00769,2026-02-04,YouTube,Social Anxiety,Long,Visual,Story,21,116740,107219,9125,1038,1554,1285,0.48,428,11.138,0.827,11.437,0.05862617783107761,Non-Viral
C01090,2026-02-04,Instagram,College Life,Short,Visual,Question,55,111196,90432,8327,331,1050,1235,0.524,394,9.841,1.176,9.2449,0.0604277168243462,Non-Viral
C01963,2026-02-04,Instagram,Family Pressure,Long,Visual,Question,9,10611,73667,417,67,66,64,0.596,25,5.786,0.97,5.9844,0.06515555555555555,Non-Viral
C04954,2026-02-04,Instagram,Burnout,Short,Text,Confession,19,47943,223137,1722,74,233,106,0.442,46,4.453,0.455,3.9276,0.047281784619235344,Non-Viral
C04016,2026-02-04,Instagram,Dating,Short,Visual,Advice,45,90959,37003,7745,1064,1143,495,0.513,325,11.485,0.433,10.8703,0.060341985949713614,Non-Viral
C03993,2026-02-04,YouTube,Family Pressure,Short,Text,Advice,40,152938,18815,6740,374,778,650,0.432,372,5.585,0.835,4.9464,0.04713100472086728,Non-Viral
C04368,2026-02-04,Instagram,Career Stress,Long,Text,Question,52,106566,184341,3967,557,858,493,0.452,186,5.513,0.575,5.986,0.050995000281515684,Non-Viral
C03204,2026-02-04,YouTube,Self-Doubt,Short,Visual,Story,68,8321,244760,559,66,132,117,0.549,19,10.504,0.886,12.1199,0.06744656892200457,Viral
C03835,2026-02-04,YouTube,Friendship,Long,Visual,Story,20,92088,36123,4303,142,736,396,0.584,225,6.056,0.538,5.8254,0.06351793067500652,Non-Viral
C03514,2026-02-04,Instagram,Self-Doubt,Short,Visual,Advice,13,145284,48113,8471,297,1489,1090,0.654,339,7.81,0.732,7.7971,0.07256940612868588,Viral
C00306,2026-02-04,Instagram,Self-Doubt,Short,Text,Advice,29,154841,143145,9349,1046,809,338,0.553,469,7.454,0.418,6.0362,0.05931928429808643,Non-Viral
C02302,2026-02-04,Instagram,Career Stress,Short,Visual,List,45,102738,213058,7813,813,524,1219,0.731,368,10.093,2.326,8.8925,0.08014169830053144,Viral
C00462,2026-02-04,YouTube,Burnout,Short,Visual,Question,24,88239,34909,6565,472,948,358,0.568,141,9.455,0.378,8.5569,0.06365411212729065,Non-Viral
C00241,2026-02-04,Instagram,Self-Doubt,Short,Text,Advice,37,145239,29686,5222,522,602,507,0.509,162,4.718,0.842,4.2785,0.05435155226901865,Non-Viral
C00834,2026-02-04,Instagram,College Life,Long,Text,Advice,21,115322,117735,4676,543,918,210,0.429,159,5.504,0.229,5.4859,0.0477347236433638,Non-Viral
C00408,2026-02-04,Instagram,Burnout,Short,Visual,Advice,46,16757,220128,1805,160,160,158,0.485,81,13.624,0.988,11.5683,0.057057617712000956,Non-Viral
C00528,2026-02-04,YouTube,Career Stress,Short,Text,Advice,50,98427,96271,1848,102,227,297,0.485,99,2.514,1.308,2.3896,0.05059850955530495,Non-Viral
C01187,2026-02-04,Instagram,Family Pressure,Long,Text,Story,18,160703,59311,10890,1202,669,1430,0.313,275,8.831,2.138,7.5388,0.036964797794689586,Non-Viral
C02519,2026-02-04,Instagram,Dating,Short,Visual,Advice,48,86240,19340,7320,351,985,1074,0.691,358,11.282,1.09,10.7717,0.07858631725417439,Viral
C01612,2026-02-04,YouTube,Social Anxiety,Short,Visual,Advice,57,53739,167985,5237,590,374,435,0.7,88,12.349,1.163,10.2263,0.07720705632780661,Viral
C04631,2026-02-05,Instagram,Career Stress,Short,Text,List,16,45643,147352,1802,150,230,222,0.483,70,5.267,0.965,4.9515,0.05251970510264444,Non-Viral
C00975,2026-02-05,Instagram,Burnout,Short,Visual,List,20,86149,89476,3104,193,491,510,0.58,134,4.989,1.039,5.0314,0.06267678092606994,Non-Viral
C00256,2026-02-05,YouTube,College Life,Short,Visual,List,46,129136,145208,4638,612,823,700,0.611,289,5.245,0.851,5.5027,0.06630497769793087,Non-Viral
C01607,2026-02-05,YouTube,Self-Doubt,Short,Text,Confession,27,39593,93662,2944,303,516,154,0.596,173,9.893,0.298,9.5535,0.06777947617003005,Viral
C03671,2026-02-05,YouTube,Dating,Long,Text,Question,45,133176,109372,9561,949,1868,1607,0.417,543,10.501,0.86,11.2798,0.05270085601009191,Non-Viral
C00752,2026-02-05,Instagram,Social Anxiety,Short,Text,Story,50,52172,241277,3327,533,471,173,0.536,63,8.633,0.367,8.0925,0.06018974162385955,Non-Viral
C00522,2026-02-05,YouTube,Career Stress,Long,Text,Confession,12,24455,147375,896,67,120,36,0.462,54,4.576,0.3,4.0094,0.04926072377836844,Non-Viral
C03058,2026-02-05,Instagram,Social Anxiety,Short,Visual,Confession,28,73756,54473,4216,438,285,234,0.682,126,7.014,0.821,5.5426,0.0717814035468301,Viral
C02330,2026-02-05,YouTube,Social Anxiety,Short,Visual,Question,56,40899,91029,3147,260,615,405,0.641,82,10.824,0.659,11.2925,0.07479097043937505,Viral
C04061,2026-02-05,Instagram,Friendship,Short,Visual,List,32,157793,209979,17922,1096,1403,898,0.503,572,13.511,0.64,10.5264,0.05705029944294107,Non-Viral
C00924,2026-02-05,Instagram,Career Stress,Short,Text,List,30,27755,164046,1011,141,178,67,0.358,23,5.033,0.376,4.9901,0.04017218519185732,Non-Viral
C01935,2026-02-05,Instagram,Social Anxiety,Long,Text,Advice,41,95145,19160,7608,471,695,876,0.483,345,10.142,1.26,8.7735,0.055091738924798996,Non-Viral
C04098,2026-02-05,Instagram,Self-Doubt,Short,Visual,Confession,54,19236,123290,1176,105,126,37,0.605,52,7.507,0.294,6.2253,0.06484341859014348,Non-Viral
C01063,2026-02-05,YouTube,Burnout,Short,Text,Story,50,168819,176387,8201,403,1608,1549,0.475,515,6.967,0.963,7.4796,0.05489697545892346,Non-Viral
C02889,2026-02-06,Instagram,Family Pressure,Long,Text,Confession,22,104544,244253,4162,390,349,575,0.36,139,5.238,1.648,4.6516,0.03971183425160697,Non-Viral
C01524,2026-02-06,YouTube,Social Anxiety,Short,Visual,Advice,17,122640,195611,14486,1181,1530,1236,0.521,329,15.03,0.808,13.1087,0.06218194716242662,Non-Viral
C02891,2026-02-06,Instagram,Friendship,Long,Visual,Question,50,55792,57236,3939,398,174,214,0.519,110,8.469,1.23,6.3029,0.05552417550903355,Non-Viral
C02063,2026-02-06,Instagram,Friendship,Long,Text,Advice,52,92941,57308,4580,448,974,989,0.493,155,7.522,1.015,8.4591,0.05793128221129534,Non-Viral
C00457,2026-02-06,Instagram,College Life,Short,Text,Question,49,112240,64610,7353,674,470,707,0.628,338,8.2,1.504,6.6924,0.06747480399144691,Viral
C00938,2026-02-06,Instagram,Social Anxiety,Short,Visual,Advice,27,8368,162178,595,45,141,69,0.688,24,10.158,0.489,11.066,0.07966281070745698,Viral
C04211,2026-02-06,Instagram,Self-Doubt,Long,Text,Question,41,66087,233520,2867,297,386,177,0.393,102,5.64,0.459,5.1311,0.043405951246084706,Non-Viral
C01575,2026-02-06,Instagram,Friendship,Long,Text,List,36,175730,101833,7044,295,607,334,0.428,372,4.712,0.55,3.6724,0.04517637284470495,Non-Viral
C04113,2026-02-06,Instagram,Burnout,Short,Text,Story,37,129086,227057,13648,1377,1738,1842,0.525,609,14.413,1.06,13.7796,0.06443971460886541,Non-Viral
C00273,2026-02-06,YouTube,Burnout,Short,Visual,Story,26,87516,213979,7625,516,418,580,0.592,238,10.443,1.388,7.9991,0.06422193884546826,Non-Viral
C03069,2026-02-06,Instagram,Career Stress,Short,Text,Advice,23,103685,238463,5527,669,675,446,0.545,263,7.057,0.661,6.4464,0.0596878285190722,Non-Viral
C04766,2026-02-06,Instagram,Burnout,Long,Text,List,52,35577,210200,1008,151,205,207,0.333,75,4.416,1.01,4.9456,0.038275124378109454,Non-Viral
C04720,2026-02-06,Instagram,Self-Doubt,Short,Visual,Confession,42,160249,19186,18779,2100,851,1916,0.463,302,14.756,2.251,11.8094,0.054242327253212194,Non-Viral
C03830,2026-02-06,Instagram,Family Pressure,Short,Visual,Question,35,179558,134253,19358,1611,2062,870,0.57,473,13.311,0.422,11.1504,0.06496706356720391,Non-Viral
C01677,2026-02-06,Instagram,Social Anxiety,Short,Text,List,38,110391,7876,5380,574,335,942,0.379,181,6.55,2.812,5.8338,0.04260554664782455,Non-Viral
C04348,2026-02-06,Instagram,Self-Doubt,Long,Visual,Question,32,104595,64495,4714,322,709,603,0.41,160,6.069,0.85,5.9018,0.04624164635020794,Non-Viral
C03980,2026-02-06,Instagram,College Life,Long,Text,Question,26,156213,56149,3618,228,618,296,0.382,178,3.047,0.479,2.9428,0.04076764801905092,Non-Viral
C01481,2026-02-06,Instagram,College Life,Short,Text,Story,53,60094,219444,1310,90,125,115,0.477,107,2.729,0.92,2.3214,0.049434782174593135,Non-Viral
C02663,2026-02-06,Instagram,Burnout,Short,Visual,Question,37,17490,191739,1181,47,199,43,0.656,35,8.405,0.216,7.6844,0.07186072041166382,Viral
C01698,2026-02-06,YouTube,Social Anxiety,Short,Visual,Question,18,163188,141583,15544,1139,1514,2562,0.567,952,12.721,1.692,11.7328,0.06663179645562174,Viral
C01104,2026-02-06,Instagram,Family Pressure,Short,Visual,List,30,102746,197613,6883,420,605,835,0.567,280,8.509,1.38,7.3545,0.06240095186187297,Non-Viral
C02639,2026-02-06,Instagram,Burnout,Short,Text,Question,44,120240,72322,4561,419,754,717,0.581,331,5.365,0.951,5.4932,0.06323348303393214,Non-Viral
C00357,2026-02-06,YouTube,Dating,Short,Visual,Story,25,23386,239459,2898,308,458,132,0.539,160,16.232,0.288,15.1757,0.06638182673394338,Non-Viral
C04752,2026-02-06,Instagram,Career Stress,Short,Text,Confession,33,163034,190510,12536,1196,1212,816,0.469,327,9.667,0.673,8.1762,0.052847225732055886,Non-Viral
C00847,2026-02-07,YouTube,College Life,Long,Visual,List,40,104335,127931,4799,284,339,426,0.466,215,5.605,1.257,4.4994,0.04969531796616668,Non-Viral
C03253,2026-02-07,YouTube,Burnout,Short,Visual,Confession,32,18459,221017,938,126,82,159,0.501,41,7.07,1.939,6.6201,0.05570702096538274,Non-Viral
C03701,2026-02-07,Instagram,Social Anxiety,Long,Visual,Advice,35,164391,145058,4717,251,1109,554,0.43,385,4.034,0.5,4.3616,0.047275781520886184,Non-Viral
C04557,2026-02-07,YouTube,Family Pressure,Short,Visual,Question,65,37388,78112,1268,180,135,58,0.507,53,4.389,0.43,3.8114,0.05351239970043865,Non-Viral
C02308,2026-02-07,Instagram,Social Anxiety,Long,Text,Story,35,15615,140659,438,24,55,42,0.386,33,3.58,0.764,3.2277,0.04122247838616715,Non-Viral
C00961,2026-02-07,Instagram,Burnout,Short,Text,Advice,24,70818,236039,2199,217,99,129,0.585,51,3.734,1.303,2.7959,0.06013517749724646,Non-Viral
C03568,2026-02-07,Instagram,Dating,Short,Visual,Confession,36,70570,96254,5251,764,568,312,0.522,353,9.77,0.549,8.6432,0.05877219781776959,Non-Viral
C01655,2026-02-07,Instagram,Social Anxiety,Short,Visual,Advice,38,55856,46213,3698,560,451,741,0.695,293,9.757,1.643,9.8897,0.07861719421369234,Viral
C01046,2026-02-07,Instagram,College Life,Long,Text,List,34,128478,195546,2124,115,350,123,0.356,143,2.111,0.351,1.9696,0.037247363750992385,Non-Viral
C03603,2026-02-07,YouTube,Family Pressure,Short,Visual,Confession,35,116160,189104,8081,476,2018,1797,0.583,411,10.651,0.89,12.3988,0.071373347107438,Viral
C03808,2026-02-07,YouTube,Friendship,Short,Visual,Advice,23,141841,133062,11271,563,457,1258,0.523,448,9.552,2.753,7.3089,0.05700597359014672,Non-Viral
C00182,2026-02-07,YouTube,Career Stress,Short,Text,Confession,67,45495,165362,2109,224,145,283,0.618,35,6.069,1.952,5.2566,0.06583890537421695,Non-Viral
C01229,2026-02-07,YouTube,College Life,Short,Visual,List,48,170088,218259,12604,918,1223,380,0.574,521,8.892,0.311,7.1187,0.06211550021165514,Non-Viral
C01406,2026-02-07,YouTube,Career Stress,Short,Visual,List,41,7346,119255,369,23,94,63,0.567,33,7.473,0.67,8.5353,0.0655007078682276,Non-Viral
C00533,2026-02-07,Instagram,Family Pressure,Short,Visual,Advice,22,86626,94722,7926,429,1087,805,0.6,136,11.829,0.741,10.9407,0.06917738323367117,Viral
C04849,2026-02-07,Instagram,Social Anxiety,Short,Text,Question,30,36843,143752,2710,118,415,630,0.536,184,10.512,1.518,10.9573,0.06427909779333932,Non-Viral
C00536,2026-02-07,YouTube,Friendship,Short,Visual,Confession,48,114001,198771,4062,607,720,272,0.554,110,4.966,0.378,4.9521,0.059756540732098844,Non-Viral
C04663,2026-02-07,Instagram,Dating,Long,Visual,Confession,58,42944,100984,2332,165,214,261,0.558,47,6.921,1.22,6.002,0.06044209202682564,Non-Viral
C04418,2026-02-07,YouTube,Family Pressure,Long,Visual,Question,29,132586,183851,11857,1426,1374,1261,0.484,470,12.006,0.918,11.0958,0.05752992321964612,Non-Viral
C02249,2026-02-07,YouTube,Burnout,Short,Visual,Advice,35,69596,36920,4224,455,316,565,0.643,126,7.989,1.788,7.0011,0.06975936548077477,Viral
C03038,2026-02-07,Instagram,Burnout,Short,Text,Story,16,71174,206726,7031,785,560,571,0.447,311,12.571,1.02,10.5586,0.05230179278950179,Non-Viral
C02013,2026-02-07,YouTube,Career Stress,Long,Text,Question,31,28625,145951,1504,221,190,267,0.29,97,7.623,1.405,7.6419,0.03594323144104803,Non-Viral
C01970,2026-02-07,Instagram,Family Pressure,Short,Visual,Story,8,17936,11371,1412,130,300,92,0.487,29,10.783,0.307,11.0671,0.05885276538804639,Non-Viral
C02008,2026-02-07,Instagram,Self-Doubt,Long,Visual,Confession,15,35667,193530,2974,350,292,374,0.556,131,11.187,1.281,10.1943,0.0639017915720414,Non-Viral
C01537,2026-02-07,Instagram,Burnout,Short,Visual,Story,49,109215,124387,6728,288,1094,215,0.521,374,7.623,0.197,6.8745,0.05759375085839858,Non-Viral
C00390,2026-02-07,Instagram,Dating,Short,Visual,List,17,28676,136070,884,125,118,81,0.52,19,4.213,0.686,3.9946,0.055352978100153445,Non-Viral
C02886,2026-02-07,YouTube,Social Anxiety,Long,Visual,Question,46,150229,94976,7226,339,1378,330,0.525,190,6.173,0.239,5.9346,0.057625175565303645,Non-Viral
C00058,2026-02-07,Instagram,Friendship,Short,Text,Confession,10,48141,231986,5111,423,537,530,0.441,62,13.712,0.987,12.1747,0.053740431233252325,Non-Viral
C02222,2026-02-07,Instagram,Dating,Short,Visual,Question,36,125771,175641,12066,625,2292,1668,0.513,829,13.239,0.728,13.6617,0.06422468057024275,Non-Viral
C00884,2026-02-07,Instagram,Career Stress,Long,Text,Confession,61,146764,42212,4687,131,194,174,0.435,131,3.534,0.897,2.3643,0.04458439399307733,Non-Viral
C02792,2026-02-07,Instagram,Social Anxiety,Short,Visual,Question,10,48063,12264,3390,146,269,167,0.62,178,8.264,0.621,6.3562,0.06601660320828912,Non-Viral
C03928,2026-02-07,Instagram,Dating,Short,Text,Question,32,147313,213666,5077,430,852,299,0.485,93,4.52,0.351,4.3021,0.05214937242470115,Non-Viral
C04018,2026-02-07,YouTube,Burnout,Short,Visual,List,23,51827,132503,2177,106,225,321,0.544,120,5.459,1.427,4.9482,0.05851850965712853,Non-Viral
C03686,2026-02-07,YouTube,Family Pressure,Short,Visual,List,19,71866,49311,5183,297,551,675,0.635,78,9.331,1.225,8.4045,0.07038781899646565,Viral
C03351,2026-02-08,YouTube,College Life,Long,Visual,Question,14,56777,231738,5317,480,583,636,0.385,139,12.357,1.091,11.2713,0.04774934392447647,Non-Viral
C00750,2026-02-08,Instagram,Self-Doubt,Short,Visual,Confession,30,134201,123784,8680,787,1514,1201,0.564,542,9.077,0.793,9.2879,0.06504114276346674,Non-Viral
C04884,2026-02-08,Instagram,Dating,Short,Visual,Advice,32,118169,211392,5275,239,982,291,0.554,129,5.743,0.296,5.5209,0.06018171093941728,Non-Viral
C00937,2026-02-08,Instagram,Family Pressure,Long,Text,Advice,22,137048,37627,6823,292,1075,365,0.334,342,6.242,0.34,5.6947,0.03804837137353337,Non-Viral
C03403,2026-02-08,Instagram,Self-Doubt,Short,Visual,Question,43,142134,15025,8430,732,518,726,0.633,307,7.321,1.402,5.8529,0.06724486892650598,Viral
C02427,2026-02-08,Instagram,Social Anxiety,Short,Visual,Question,32,62182,193673,7783,517,780,772,0.578,253,15.844,0.99,13.7516,0.06841641632626805,Viral
C01695,2026-02-08,Instagram,Burnout,Short,Text,Confession,56,77087,161472,4839,753,441,832,0.522,312,8.906,1.887,8.4787,0.05947749166526133,Non-Viral
C01854,2026-02-08,Instagram,Family Pressure,Long,Text,List,36,101357,193738,2408,339,188,280,0.362,163,3.172,1.489,2.7985,0.03836511933068264,Non-Viral
C02868,2026-02-08,YouTube,College Life,Long,Visual,Story,48,141273,143749,7150,430,783,403,0.492,388,6.205,0.515,5.2204,0.053006459833089124,Non-Viral
C03707,2026-02-08,Instagram,Burnout,Short,Visual,List,30,158455,180564,5946,497,1594,945,0.633,228,5.668,0.593,6.5574,0.07008646934460888,Viral
C03163,2026-02-08,Instagram,Self-Doubt,Long,Text,Question,23,18908,213650,1038,119,131,83,0.353,31,7.251,0.634,6.6453,0.04067867569282843,Non-Viral
C01947,2026-02-08,Instagram,Family Pressure,Short,Text,Confession,26,99880,249208,5544,199,631,739,0.466,103,7.122,1.171,6.4492,0.05196143372046456,Non-Viral
C03327,2026-02-09,YouTube,College Life,Long,Visual,Advice,57,36267,243423,2539,255,270,352,0.346,58,9.419,1.304,8.7297,0.041916568781536934,Non-Viral
C04143,2026-02-09,Instagram,Social Anxiety,Short,Visual,Story,36,73336,12006,10178,612,1376,380,0.655,651,17.108,0.276,14.8563,0.07674959092396641,Viral
C02369,2026-02-09,Instagram,Friendship,Short,Text,Question,49,21433,116858,1027,77,56,72,0.585,42,5.748,1.286,4.3904,0.06122243736294499,Non-Viral
C00178,2026-02-09,YouTube,Self-Doubt,Long,Visual,List,49,168119,13660,7410,1247,1657,1274,0.511,402,6.893,0.769,7.7888,0.05892124566527282,Non-Viral
C02933,2026-02-09,YouTube,College Life,Short,Visual,Advice,31,42348,116509,1012,41,224,115,0.652,19,3.287,0.513,3.4701,0.06854018135449136,Viral
C04957,2026-02-09,YouTube,Social Anxiety,Short,Visual,List,68,151924,146829,13974,1474,1760,2523,0.527,1088,12.987,1.434,12.8512,0.06435056212316685,Non-Viral
C03322,2026-02-09,YouTube,Career Stress,Short,Text,List,32,88862,172150,3586,202,344,394,0.513,165,5.093,1.145,4.4068,0.05471315748013775,Non-Viral
C02660,2026-02-09,Instagram,College Life,Short,Visual,Story,10,45028,200439,5020,319,434,247,0.499,105,13.369,0.569,10.6256,0.056945616061117525,Non-Viral
C01778,2026-02-09,YouTube,Friendship,Short,Visual,Story,31,140330,22167,5956,612,533,364,0.595,361,5.32,0.683,4.4345,0.0626415235516283,Non-Viral
C01556,2026-02-09,YouTube,Burnout,Short,Visual,Confession,33,1524,134736,137,14,14,13,0.667,5,11.68,0.929,10.3346,0.0747708661417323,Viral
C02095,2026-02-09,Instagram,College Life,Short,Text,Question,15,34242,173558,2066,106,338,145,0.464,132,7.754,0.429,7.2893,0.05257662519712634,Non-Viral
C02720,2026-02-09,Instagram,Dating,Short,Visual,Question,43,30465,188429,2424,133,180,380,0.672,171,10.231,2.111,8.9004,0.07425563761693747,Viral
C02433,2026-02-09,YouTube,Career Stress,Short,Visual,Story,39,13887,139882,725,91,134,115,0.545,11,7.669,0.858,8.1443,0.06230946208684382,Non-Viral
C00350,2026-02-09,Instagram,Friendship,Long,Visual,List,46,26389,168035,1145,56,249,237,0.38,81,6.393,0.952,7.1147,0.045258706279131464,Non-Viral
C03885,2026-02-09,Instagram,Self-Doubt,Short,Visual,Confession,30,107214,185258,9664,427,1580,661,0.607,507,11.502,0.418,10.7584,0.069778571828306,Viral
C00287,2026-02-09,YouTube,Self-Doubt,Long,Text,Question,46,103119,43630,6516,835,1304,276,0.504,456,8.661,0.212,8.7031,0.058108084834026706,Non-Viral
C01076,2026-02-09,Instagram,Friendship,Short,Visual,List,31,13255,234196,896,82,133,74,0.531,14,8.94,0.556,8.4346,0.06021806865333837,Non-Viral
C01487,2026-02-09,Instagram,Career Stress,Long,Text,Advice,25,131478,220011,2243,209,314,115,0.386,150,2.191,0.366,1.9828,0.04017554876100945,Non-Viral
